0,1.04964
0.001,1.04963
0.002,1.04963
0.003,1.04962
0.004,1.0496
0.005,1.04958
0.006,1.04956
0.007,1.04954
0.008,1.04951
0.009,1.04948
0.01,1.04944
0.011,1.0494
0.012,1.04936
0.013,1.04932
0.014,1.04927
0.015,1.04923
0.016,1.04918
0.017,1.04913
0.018,1.04908
0.019,1.04903
0.02,1.04897
0.021,1.04892
0.022,1.04886
0.023,1.04881
0.024,1.04875
0.025,1.04869
0.026,1.04863
0.027,1.04858
0.028,1.04852
0.029,1.04846
0.03,1.04839
0.031,1.04833
0.032,1.04827
0.033,1.04821
0.034,1.04815
0.035,1.04808
0.036,1.04802
0.037,1.04796
0.038,1.04789
0.039,1.04783
0.04,1.04777
0.041,1.0477
0.042,1.04764
0.043,1.04758
0.044,1.04751
0.045,1.04745
0.046,1.04739
0.047,1.04732
0.048,1.04726
0.049,1.0472
0.05,1.04714
0.051,1.04707
0.052,1.04701
0.053,1.04695
0.054,1.04689
0.055,1.04683
0.056,1.04677
0.057,1.04671
0.058,1.04665
0.059,1.04659
0.06,1.04653
0.061,1.04647
0.062,1.04641
0.063,1.04635
0.064,1.04629
0.065,1.04623
0.066,1.04617
0.067,1.04612
0.068,1.04606
0.069,1.046
0.07,1.04595
0.071,1.04589
0.072,1.04583
0.073,1.04578
0.074,1.04572
0.075,1.04567
0.076,1.04561
0.077,1.04556
0.078,1.0455
0.079,1.04545
0.08,1.0454
0.081,1.04534
0.082,1.04529
0.083,1.04524
0.084,1.04518
0.085,1.04513
0.086,1.04508
0.087,1.04502
0.088,1.04497
0.089,1.04492
0.09,1.04487
0.091,1.04482
0.092,1.04476
0.093,1.04471
0.094,1.04466
0.095,1.04461
0.096,1.04456
0.097,1.04451
0.098,1.04445
0.099,1.0444
0.1,1.04435
0.101,1.0443
0.102,1.04425
0.103,1.0442
0.104,1.04415
0.105,1.0441
0.106,1.04405
0.107,1.044
0.108,1.04394
0.109,1.04389
0.11,1.04384
0.111,1.04379
0.112,1.04374
0.113,1.04369
0.114,1.04364
0.115,1.04359
0.116,1.04353
0.117,1.04348
0.118,1.04343
0.119,1.04338
0.12,1.04333
0.121,1.04328
0.122,1.04322
0.123,1.04317
0.124,1.04312
0.125,1.04307
0.126,1.04302
0.127,1.04296
0.128,1.04291
0.129,1.04286
0.13,1.04281
0.131,1.04275
0.132,1.0427
0.133,1.04265
0.134,1.0426
0.135,1.04254
0.136,1.04249
0.137,1.04244
0.138,1.04238
0.139,1.04233
0.14,1.04227
0.141,1.04222
0.142,1.04217
0.143,1.04211
0.144,1.04206
0.145,1.042
0.146,1.04195
0.147,1.0419
0.148,1.04184
0.149,1.04179
0.15,1.04173
0.151,1.04168
0.152,1.04162
0.153,1.04156
0.154,1.04151
0.155,1.04145
0.156,1.0414
0.157,1.04134
0.158,1.04129
0.159,1.04123
0.16,1.04117
0.161,1.04112
0.162,1.04106
0.163,1.041
0.164,1.04095
0.165,1.04089
0.166,1.04083
0.167,1.04078
0.168,1.04072
0.169,1.04066
0.17,1.0406
0.171,1.04055
0.172,1.04049
0.173,1.04043
0.174,1.04037
0.175,1.04032
0.176,1.04026
0.177,1.0402
0.178,1.04014
0.179,1.04008
0.18,1.04002
0.181,1.03996
0.182,1.03991
0.183,1.03985
0.184,1.03979
0.185,1.03973
0.186,1.03967
0.187,1.03961
0.188,1.03955
0.189,1.03949
0.19,1.03943
0.191,1.03937
0.192,1.03931
0.193,1.03925
0.194,1.03919
0.195,1.03913
0.196,1.03907
0.197,1.03901
0.198,1.03895
0.199,1.03888
0.2,1.03882
0.201,1.03876
0.202,1.0387
0.203,1.03864
0.204,1.03858
0.205,1.03852
0.206,1.03845
0.207,1.03839
0.208,1.03833
0.209,1.03827
0.21,1.03821
0.211,1.03814
0.212,1.03808
0.213,1.03802
0.214,1.03796
0.215,1.03789
0.216,1.03783
0.217,1.03777
0.218,1.0377
0.219,1.03764
0.22,1.03758
0.221,1.03751
0.222,1.03745
0.223,1.03739
0.224,1.03732
0.225,1.03726
0.226,1.03719
0.227,1.03713
0.228,1.03706
0.229,1.037
0.23,1.03694
0.231,1.03687
0.232,1.03681
0.233,1.03674
0.234,1.03668
0.235,1.03661
0.236,1.03654
0.237,1.03648
0.238,1.03641
0.239,1.03635
0.24,1.03628
0.241,1.03622
0.242,1.03615
0.243,1.03608
0.244,1.03602
0.245,1.03595
0.246,1.03589
0.247,1.03582
0.248,1.03575
0.249,1.03569
0.25,1.03562
0.251,1.03555
0.252,1.03549
0.253,1.03542
0.254,1.03535
0.255,1.03528
0.256,1.03522
0.257,1.03515
0.258,1.03508
0.259,1.03501
0.26,1.03495
0.261,1.03488
0.262,1.03481
0.263,1.03474
0.264,1.03468
0.265,1.03461
0.266,1.03454
0.267,1.03447
0.268,1.0344
0.269,1.03433
0.27,1.03427
0.271,1.0342
0.272,1.03413
0.273,1.03406
0.274,1.03399
0.275,1.03392
0.276,1.03386
0.277,1.03379
0.278,1.03372
0.279,1.03365
0.28,1.03358
0.281,1.03351
0.282,1.03344
0.283,1.03337
0.284,1.0333
0.285,1.03324
0.286,1.03317
0.287,1.0331
0.288,1.03303
0.289,1.03296
0.29,1.03289
0.291,1.03282
0.292,1.03275
0.293,1.03268
0.294,1.03261
0.295,1.03254
0.296,1.03247
0.297,1.0324
0.298,1.03234
0.299,1.03227
0.3,1.0322
0.301,1.03213
0.302,1.03206
0.303,1.03199
0.304,1.03192
0.305,1.03185
0.306,1.03178
0.307,1.03171
0.308,1.03164
0.309,1.03157
0.31,1.0315
0.311,1.03143
0.312,1.03136
0.313,1.0313
0.314,1.03123
0.315,1.03116
0.316,1.03109
0.317,1.03102
0.318,1.03095
0.319,1.03088
0.32,1.03081
0.321,1.03074
0.322,1.03067
0.323,1.0306
0.324,1.03053
0.325,1.03046
0.326,1.0304
0.327,1.03033
0.328,1.03026
0.329,1.03019
0.33,1.03012
0.331,1.03005
0.332,1.02998
0.333,1.02991
0.334,1.02984
0.335,1.02978
0.336,1.02971
0.337,1.02964
0.338,1.02957
0.339,1.0295
0.34,1.02943
0.341,1.02936
0.342,1.0293
0.343,1.02923
0.344,1.02916
0.345,1.02909
0.346,1.02902
0.347,1.02895
0.348,1.02889
0.349,1.02882
0.35,1.02875
0.351,1.02868
0.352,1.02861
0.353,1.02854
0.354,1.02848
0.355,1.02841
0.356,1.02834
0.357,1.02827
0.358,1.02821
0.359,1.02814
0.36,1.02807
0.361,1.028
0.362,1.02793
0.363,1.02787
0.364,1.0278
0.365,1.02773
0.366,1.02767
0.367,1.0276
0.368,1.02753
0.369,1.02746
0.37,1.0274
0.371,1.02733
0.372,1.02726
0.373,1.02719
0.374,1.02713
0.375,1.02706
0.376,1.02699
0.377,1.02693
0.378,1.02686
0.379,1.02679
0.38,1.02673
0.381,1.02666
0.382,1.02659
0.383,1.02653
0.384,1.02646
0.385,1.02639
0.386,1.02633
0.387,1.02626
0.388,1.02619
0.389,1.02613
0.39,1.02606
0.391,1.02599
0.392,1.02593
0.393,1.02586
0.394,1.0258
0.395,1.02573
0.396,1.02566
0.397,1.0256
0.398,1.02553
0.399,1.02546
0.4,1.0254
0.401,1.02533
0.402,1.02527
0.403,1.0252
0.404,1.02513
0.405,1.02507
0.406,1.025
0.407,1.02493
0.408,1.02487
0.409,1.0248
0.41,1.02474
0.411,1.02467
0.412,1.0246
0.413,1.02454
0.414,1.02447
0.415,1.0244
0.416,1.02434
0.417,1.02427
0.418,1.02421
0.419,1.02414
0.42,1.02407
0.421,1.02401
0.422,1.02394
0.423,1.02387
0.424,1.02381
0.425,1.02374
0.426,1.02367
0.427,1.02361
0.428,1.02354
0.429,1.02347
0.43,1.02341
0.431,1.02334
0.432,1.02327
0.433,1.0232
0.434,1.02314
0.435,1.02307
0.436,1.023
0.437,1.02293
0.438,1.02287
0.439,1.0228
0.44,1.02273
0.441,1.02266
0.442,1.0226
0.443,1.02253
0.444,1.02246
0.445,1.02239
0.446,1.02232
0.447,1.02225
0.448,1.02219
0.449,1.02212
0.45,1.02205
0.451,1.02198
0.452,1.02191
0.453,1.02184
0.454,1.02177
0.455,1.0217
0.456,1.02163
0.457,1.02156
0.458,1.02149
0.459,1.02142
0.46,1.02135
0.461,1.02128
0.462,1.02121
0.463,1.02114
0.464,1.02107
0.465,1.021
0.466,1.02093
0.467,1.02086
0.468,1.02078
0.469,1.02071
0.47,1.02064
0.471,1.02057
0.472,1.0205
0.473,1.02042
0.474,1.02035
0.475,1.02028
0.476,1.02021
0.477,1.02014
0.478,1.02006
0.479,1.01999
0.48,1.01992
0.481,1.01985
0.482,1.01977
0.483,1.0197
0.484,1.01963
0.485,1.01955
0.486,1.01948
0.487,1.01941
0.488,1.01933
0.489,1.01926
0.49,1.01919
0.491,1.01911
0.492,1.01904
0.493,1.01897
0.494,1.0189
0.495,1.01882
0.496,1.01875
0.497,1.01868
0.498,1.0186
0.499,1.01853
0.5,1.01846
0.501,1.01838
0.502,1.01831
0.503,1.01824
0.504,1.01817
0.505,1.01809
0.506,1.01802
0.507,1.01795
0.508,1.01788
0.509,1.0178
0.51,1.01773
0.511,1.01766
0.512,1.01759
0.513,1.01751
0.514,1.01744
0.515,1.01737
0.516,1.0173
0.517,1.01723
0.518,1.01716
0.519,1.01708
0.52,1.01701
0.521,1.01694
0.522,1.01687
0.523,1.0168
0.524,1.01673
0.525,1.01666
0.526,1.01659
0.527,1.01652
0.528,1.01645
0.529,1.01638
0.53,1.0163
0.531,1.01623
0.532,1.01616
0.533,1.01609
0.534,1.01602
0.535,1.01595
0.536,1.01589
0.537,1.01582
0.538,1.01575
0.539,1.01568
0.54,1.01561
0.541,1.01554
0.542,1.01547
0.543,1.0154
0.544,1.01533
0.545,1.01526
0.546,1.01519
0.547,1.01513
0.548,1.01506
0.549,1.01499
0.55,1.01492
0.551,1.01485
0.552,1.01479
0.553,1.01472
0.554,1.01465
0.555,1.01458
0.556,1.01452
0.557,1.01445
0.558,1.01438
0.559,1.01432
0.56,1.01425
0.561,1.01418
0.562,1.01412
0.563,1.01405
0.564,1.01399
0.565,1.01392
0.566,1.01386
0.567,1.01379
0.568,1.01372
0.569,1.01366
0.57,1.01359
0.571,1.01353
0.572,1.01347
0.573,1.0134
0.574,1.01334
0.575,1.01327
0.576,1.01321
0.577,1.01314
0.578,1.01308
0.579,1.01302
0.58,1.01295
0.581,1.01289
0.582,1.01283
0.583,1.01276
0.584,1.0127
0.585,1.01264
0.586,1.01257
0.587,1.01251
0.588,1.01245
0.589,1.01238
0.59,1.01232
0.591,1.01226
0.592,1.0122
0.593,1.01213
0.594,1.01207
0.595,1.01201
0.596,1.01195
0.597,1.01188
0.598,1.01182
0.599,1.01176
0.6,1.0117
0.601,1.01163
0.602,1.01157
0.603,1.01151
0.604,1.01145
0.605,1.01138
0.606,1.01132
0.607,1.01126
0.608,1.0112
0.609,1.01113
0.61,1.01107
0.611,1.01101
0.612,1.01094
0.613,1.01088
0.614,1.01082
0.615,1.01075
0.616,1.01069
0.617,1.01063
0.618,1.01056
0.619,1.0105
0.62,1.01044
0.621,1.01037
0.622,1.01031
0.623,1.01025
0.624,1.01018
0.625,1.01012
0.626,1.01005
0.627,1.00999
0.628,1.00992
0.629,1.00986
0.63,1.0098
0.631,1.00973
0.632,1.00967
0.633,1.0096
0.634,1.00953
0.635,1.00947
0.636,1.0094
0.637,1.00934
0.638,1.00927
0.639,1.0092
0.64,1.00914
0.641,1.00907
0.642,1.009
0.643,1.00894
0.644,1.00887
0.645,1.0088
0.646,1.00873
0.647,1.00866
0.648,1.0086
0.649,1.00853
0.65,1.00846
0.651,1.00839
0.652,1.00832
0.653,1.00825
0.654,1.00818
0.655,1.00811
0.656,1.00804
0.657,1.00797
0.658,1.0079
0.659,1.00783
0.66,1.00776
0.661,1.00769
0.662,1.00762
0.663,1.00755
0.664,1.00747
0.665,1.0074
0.666,1.00733
0.667,1.00726
0.668,1.00719
0.669,1.00711
0.67,1.00704
0.671,1.00697
0.672,1.0069
0.673,1.00682
0.674,1.00675
0.675,1.00668
0.676,1.0066
0.677,1.00653
0.678,1.00645
0.679,1.00638
0.68,1.0063
0.681,1.00623
0.682,1.00616
0.683,1.00608
0.684,1.00601
0.685,1.00593
0.686,1.00586
0.687,1.00578
0.688,1.0057
0.689,1.00563
0.69,1.00555
0.691,1.00548
0.692,1.0054
0.693,1.00532
0.694,1.00525
0.695,1.00517
0.696,1.00509
0.697,1.00502
0.698,1.00494
0.699,1.00486
0.7,1.00479
0.701,1.00471
0.702,1.00463
0.703,1.00456
0.704,1.00448
0.705,1.0044
0.706,1.00432
0.707,1.00425
0.708,1.00417
0.709,1.00409
0.71,1.00401
0.711,1.00393
0.712,1.00386
0.713,1.00378
0.714,1.0037
0.715,1.00362
0.716,1.00354
0.717,1.00347
0.718,1.00339
0.719,1.00331
0.72,1.00323
0.721,1.00315
0.722,1.00307
0.723,1.00299
0.724,1.00292
0.725,1.00284
0.726,1.00276
0.727,1.00268
0.728,1.0026
0.729,1.00252
0.73,1.00244
0.731,1.00237
0.732,1.00229
0.733,1.00221
0.734,1.00213
0.735,1.00205
0.736,1.00197
0.737,1.00189
0.738,1.00181
0.739,1.00174
0.74,1.00166
0.741,1.00158
0.742,1.0015
0.743,1.00142
0.744,1.00134
0.745,1.00126
0.746,1.00119
0.747,1.00111
0.748,1.00103
0.749,1.00095
0.75,1.00087
0.751,1.00079
0.752,1.00071
0.753,1.00064
0.754,1.00056
0.755,1.00048
0.756,1.0004
0.757,1.00032
0.758,1.00024
0.759,1.00017
0.76,1.00009
0.761,1.00001
0.762,0.999932
0.763,0.999855
0.764,0.999777
0.765,0.999699
0.766,0.999621
0.767,0.999544
0.768,0.999466
0.769,0.999389
0.77,0.999311
0.771,0.999234
0.772,0.999157
0.773,0.99908
0.774,0.999002
0.775,0.998925
0.776,0.998849
0.777,0.998772
0.778,0.998695
0.779,0.998618
0.78,0.998542
0.781,0.998465
0.782,0.998389
0.783,0.998312
0.784,0.998236
0.785,0.99816
0.786,0.998084
0.787,0.998008
0.788,0.997932
0.789,0.997856
